,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
525,20789,楊桃,越式湯頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-041a_1.jpg,,,,6,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-240,0
526,20813,楊桃,越式洋蔥牛肉片湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-045_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1193,1
527,20854,楊桃,酸辣牛肉湯頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-016c_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-232,0
528,20901,楊桃,蕈菇牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk102-071a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1211,0
529,20917,楊桃,紅驕牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-053,0
530,20968,楊桃,牛肉豆芽湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk108-094a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1278,0
531,21106,楊桃,米豆茄汁牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk101-083a_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1263,0
532,21150,楊桃,經典牛肉丼飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-012_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0635,1
533,21151,楊桃,滑蛋牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-028_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0643,6
534,21155,楊桃,韓式拌拌麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy72-67a_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0812,0
535,21156,楊桃,泡菜麵疙瘩,https://d3l76hx23vw40a.cloudfront.net/recipe/ck66-033b_1.jpg,,,,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0540,1
536,21159,楊桃,照燒牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-016_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0637,1
537,21161,楊桃,印尼沙嗲炒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-049_1.jpg,,,,19,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0728,0
538,21163,楊桃,生牛肉河粉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk054-023a_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1009,1
539,21165,楊桃,咖哩牛肉焗烤飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk154-019_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0713,2
540,21167,楊桃,串燒三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/bk27-035a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-084,1
541,21169,楊桃,玉米牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-038a_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0653,25
542,21170,楊桃,韓式泡菜炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/gy61-054_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0803,0
543,21171,楊桃,泡菜牛肉丼(1),https://d3l76hx23vw40a.cloudfront.net/recipe/m643_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0911,0
544,21172,楊桃,薑汁牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-022_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0638,0
545,21176,楊桃,和風牛蒡燒肉土司,https://d3l76hx23vw40a.cloudfront.net/recipe/bk27-027_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-083,0
546,21180,楊桃,匈牙利牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn49-029_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0866,0
547,21181,楊桃,綠咖哩牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn081-044_1.jpg,,,,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0975,0
548,21182,楊桃,泰式酸辣涼麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk135-014_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0583,0
549,21184,楊桃,黑胡椒牛肉大亨堡,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn28-046_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0708,0
550,21186,楊桃,壽喜燒牛丼飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-014_1.jpg,,,,13,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0636,0
551,21188,楊桃,牛肉捲(5),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn54-031_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0865,0
552,21190,楊桃,壽喜牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck60-036a_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0498,0
553,21191,楊桃,鐵板牛柳比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-017_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0808,0
554,21192,楊桃,豆腐牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-029b_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0645,0
555,21193,楊桃,義式香草牛肉三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/bk209-037a_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0951,0
556,21194,楊桃,沙嗲牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-039b_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-239,0
557,21198,楊桃,朝鮮冷麵,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn06-041_1.jpg,,,,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0568,0
558,21199,楊桃,味噌牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-033b_1.jpg,,,,3,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0529,0
559,21202,楊桃,紅酒牛肉蛋包飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck32-018a_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-321,7
560,21204,楊桃,泡菜牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-023_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0639,0
561,21208,楊桃,韓式泡菜堡,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn28-023_1.jpg,,,,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0704,0
562,21210,楊桃,窩蛋牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-030_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0646,0
563,21212,楊桃,日式炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk70-044a_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-182,0
564,21215,楊桃,牛肉玉米餅,https://d3l76hx23vw40a.cloudfront.net/recipe/gy44-067b_1.jpg,,,,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0754,0
565,21217,楊桃,香菇牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-037_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0652,0
566,21219,楊桃,黑胡椒牛肉薄片披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-034a_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0811,0
567,21226,楊桃,黑胡椒牛肉口袋餅,https://d3l76hx23vw40a.cloudfront.net/recipe/gy44-026b_1.jpg,,,,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0747,0
568,21227,楊桃,紅咖哩牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-033_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0648,0
569,21228,楊桃,泰味牛肉義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/m1016_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0919,0
570,21229,楊桃,蝦醬炒河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/hq28-018a_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-294,0
571,21230,楊桃,蒜香牛肉扁寬麵,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn21-026_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0663,0
572,21233,楊桃,椰汁牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-035_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0650,0
573,21237,楊桃,越式牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-041b_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-241,0
574,21238,楊桃,咖哩牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-047a_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0814,1
575,21239,楊桃,麻醬牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-036_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0651,0
576,21241,楊桃,生菜牛肉河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk049-025_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0990,0
577,21242,楊桃,薑汁牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk053-082a_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1007,0
578,21243,楊桃,香煎沙朗蓋飯 ,https://d3l76hx23vw40a.cloudfront.net/recipe/whk053-082b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1008,0
579,21244,楊桃,牛肉壽喜燒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk45-030_1.jpg,,,,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-395,1
580,21245,楊桃,彩椒牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-038b_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0654,0
581,21246,楊桃,清燉牛肉河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-039b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1053,0
582,21251,楊桃,照燒牛肉貝果三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-035b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-099,0
583,21252,楊桃,牛肉義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-080b_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-158,0
584,21253,楊桃,牛肉煙燻起士潛艇堡,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-072_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0603,0
585,21256,楊桃,咖哩牛肉湯麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy28-037_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0692,0
586,21261,楊桃,紅酒蘑菇牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-032_1.jpg,,,,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0647,0
587,21263,楊桃,泰式牛肉義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck53-022_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0473,0
588,21264,楊桃,薏仁牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk192-025b_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0848,0
589,21265,楊桃,石鍋丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck48-026_1.jpg,,,,24,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0417,0
590,21266,楊桃,牛肉壽喜蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-030_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0717,0
591,21268,楊桃,鮮牛肉河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-38b_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1051,0
592,21269,楊桃,酸辣牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-032b_1.jpg,,,,3,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0527,0
593,21270,楊桃,鳳梨牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-029a_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0644,0
594,21271,楊桃,香辣經典牛肉寬麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-037b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-328,0
595,21273,楊桃,鳳梨咖哩牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy02-117_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0633,0
596,21275,楊桃,超級什錦比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-015_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0806,0
597,21277,楊桃,沙嗲牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-034_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0649,0
598,21279,楊桃,黑胡椒牛肉披薩(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk071-054a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1065,0
599,21285,楊桃,蘿蔔牛肉河粉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-089_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-312,0
600,21290,楊桃,咖哩牛肉醬,https://d3l76hx23vw40a.cloudfront.net/recipe/gy28-036_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0691,0
601,21291,楊桃,香濃起司牛丼,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-094a_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1229,1
602,21292,楊桃,泡菜牛肉飯糰,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-018b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1204,0
603,21297,楊桃,壽喜蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-055a_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-155,0
604,21298,楊桃,椰汁香茅冬粉,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-031b_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0524,0
605,21299,楊桃,和風抹茶牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-020b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1136,0
606,21304,楊桃,茄汁牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk062-090_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1038,0
607,21306,楊桃,三色牛肉絲焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn076-011_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0959,0
608,21308,楊桃,沙茶牛肉河粉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-039a_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1052,0
609,21310,楊桃,蕃茄牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk069-006_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1055,0
610,21314,楊桃,黑胡椒牛肉堡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk066-103_1.jpg,,,,6,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1059,8
611,21315,楊桃,紅酒牛肉醬,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,3,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0457,0
612,21316,楊桃,越南河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-096_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1281,0
613,21317,楊桃,韓式泡菜炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-092a_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1156,0
614,21318,楊桃,越式生牛肉湯麵,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,5,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0425,0
615,21322,楊桃,蘋果牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk102-025_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1210,0
616,21323,楊桃,蘆筍牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-095b_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1140,0
617,21324,楊桃,蔥爆牛肉(19),https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-092a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1206,0
618,21325,楊桃,迷迭香辣烤菌菇牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-025b_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1149,0
619,21326,楊桃,香根牛肉絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-051b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1175,1
620,21327,楊桃,壽喜牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-100b_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1209,0
621,21329,楊桃,牛肉粉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-096_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1141,2
622,21331,楊桃,鮮美蘿蔔蒸牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-044a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1173,1
623,21332,楊桃,石頭火鍋(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk111-043_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1238,0
624,21334,楊桃,橘祥牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-052,0
625,21335,楊桃,洋蔥牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1087,0
626,21337,楊桃,滑蛋牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-038_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1252,0
627,21338,楊桃,壽喜燒(7),https://d3l76hx23vw40a.cloudfront.net/recipe/whk124-103a_1.jpg,,,,14,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1316,0
628,21339,楊桃,青椒牛肉絲(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-100a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1208,0
629,21343,楊桃,芥蘭牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1088,0
630,21344,楊桃,蠔油牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-266,0
631,21346,楊桃,黑胡椒牛柳(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-093b_1.jpg,,,,15,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1203,0
632,21348,楊桃,串烤牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-023_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1169,0
633,21349,楊桃,蕈菇牛肉粥,https://d3l76hx23vw40a.cloudfront.net/recipe/whk117-015b_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1243,0
634,21350,楊桃,番茄牛肉煲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-041_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1256,0
635,21353,楊桃,泡菜牛肉冷麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-093a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1280,0
636,21356,楊桃,川味牛肉麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk091-058a_1.jpg,,,,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1178,0
637,21359,楊桃,牛肉咖哩飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-019c_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1189,0
638,21360,楊桃,青椒黃瓜牛肉盅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-075b_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1152,0
639,21361,楊桃,紅酒燉牛肉(9),https://d3l76hx23vw40a.cloudfront.net/recipe/whk117-084a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1303,0
640,21362,楊桃,黑胡椒牛柳(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk108-055_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1276,0
641,21363,楊桃,義式漬菇牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-091b_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1177,0
642,21367,楊桃,蔥爆牛肉(21),https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-039_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1253,1
643,21368,楊桃,泰式酸辣牛肉義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk101-004_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1205,0
644,21369,楊桃,香煎千層乳酪,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-034a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1150,0
645,21370,楊桃,燉馬鈴薯牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-092b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1207,0
646,21372,楊桃,韭黃牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk122-094_1.jpg,,,,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1300,0
647,21374,楊桃,蠔油牛肉撈麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-090a_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1279,0
648,21376,楊桃,牛肉韭黃煎餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk084-092b_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1163,0
649,21377,楊桃,蠔油蕈菇牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk129-112a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1315,0
650,21379,楊桃,泡菜牛肉泡飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-069a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1273,0
651,21381,楊桃,沙茶牛肉(9),https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-040a_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1254,0
652,21382,楊桃,泡菜牛肉丼(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk124-078b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1314,0
653,21384,楊桃,韓式辣醬烤牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-094_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1310,0
654,21386,楊桃,牛肉筆管焗起司,https://d3l76hx23vw40a.cloudfront.net/recipe/whk091-060b_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1179,0
655,21389,楊桃,蠔油牛肉(11),https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-093a_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1202,0
